,NodeID,Repository,About_Topics,OwnerName,OwnerType,StarsNorm,ForkNorm,WatcherNorm
308,309,com.unity.multiplayer.mlapi,"A game networking framework built for the Unity Engine to abstract game networking concepts. || unity,unity-3d,multiplayer,networking,csharp,mlapi,hlapi,unity3d",Unity Technologies,Organization,0.363663330745483,0.404117163128459,0.744383865880248
311,312,seq2seq,"A general-purpose encoder-decoder framework for Tensorflow || tensorflow,translation,machine-translation,neural-network,deeplearning",Alphabet,Organization,0.662496214842616,0.583590560262149,0.626818545087455
312,313,Gen.jl,"A general-purpose probabilistic programming system with programmable inference || probabilistic-programming,gen,deep-learning,bayesian,computer-vision,machine-learning,differentiable-programming,robotics,julia-language",Massachusetts Institute of Technology,Organization,0.399217014480401,0.394951130061419,0.399602831356786
315,316,byteps,"A high performance and generic framework for distributed DNN training || machine-learning,deep-learning,distributed-training,tensorflow,mxnet,keras,pytorch",ByteDance,Organization,0.488326792989908,0.435615920623366,0.402155538034983
317,318,hdbscan,"A high performance implementation of HDBSCAN clustering. || machine-learning,machine-learning-algorithms,clustering,clustering-algorithm,cluster-analysis,clustering-evaluation",Scikit-learn,Organization,0.422866439730372,0.430144433584739,0.374328334221547
318,319,ML,"A high-level machine learning and deep learning library for the PHP language. || machine-learning,data-science,neural-network,analytics,php,classification,clustering,regression,anomaly-detection,deep-learning,cross-validation,machine-learning-library,php-ml,php-machine-learning,prediction,natural-language-processing,algorithm,php-ai,artificial-intelligence,ai",RubixML,Organization,0.385250515235281,0.390232447562764,0.361883383941549
319,320,optuna,"A hyperparameter optimization framework || python,machine-learning,parallel,distributed,hyperparameter-optimization",Optuna,Organization,0.615820912827489,0.456154403977642,0.468365136975318
320,321,crayon,"A language-agnostic interface to TensorBoard || crayon,tensorboard,tensorflow,pytorch,torch7,deep-learning,data-visualization,docker",University of Oxford,Organization,0.347974205885664,0.382091953952764,0.344705601831862
321,322,AimTux,"A large Linux csgo cheat/hack || aimtux,csgo,game,hack,cheat,cheating,injection",AimTux,Organization,0.332477654801367,0.457777329501588,0.476249311521017
322,323,WikiSQL,"A large annotated semantic parsing corpus for developing natural language interfaces. || natural-language,dataset,database,machine-learning,natural-language-processing,natural-language-interface",Salesforce,Organization,0.363138670484348,0.413654924497091,0.380601207277307
323,324,loghub,"A large collection of system log datasets for AI-powered log analytics || logs,console-log,unstructured-logs,log-analysis,log-parsing,datasets,anomaly-detection",LogPAI,Organization,0.33776203894448,0.414930615751422,0.359411341200661
324,325,PySyft,"A library for answering questions using data you cannot see || deep-learning,secure-computation,pytorch,privacy,cryptography,python,syft,federated-learning,hacktoberfest",OpenMined,Organization,0.772021115700838,0.640282710089523,0.587486178095954
325,326,eli5,"A library for debugging/inspecting machine learning classifiers and explaining their predictions || scikit-learn,machine-learning,xgboost,lightgbm,crfsuite,inspection,explanation,nlp,data-science,python",TeamHG-Memex,Organization,0.45634601487582,0.421642417937774,0.394510374937764
326,327,robustness,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness. || ",MadryLab,Organization,0.333239637382066,0.389447549710308,0.324272385899014
329,330,sagemaker-python-sdk,"A library for training and deploying machine learning models on Amazon SageMaker || aws,mxnet,tensorflow,machine-learning,python",Amazon,Organization,0.389130932508027,0.4755071255355,0.435682457148241
330,331,hub,"A library for transfer learning by reusing parts of TensorFlow models. || tensorflow,machine-learning,transfer-learning,embeddings,image-classification,python,ml",TensorFlow,Organization,0.488675198129507,0.617710327429292,0.477564329024247
348,349,requests-for-research,A living collection of deep learning problems || ,OpenAI,Organization,0.397463725582112,0.47078382602408,0.716025079626593
349,350,loglizer,"A log analysis toolkit for automated anomaly detection [ISSRE'16] || log-analysis,anomaly-detection,failure-diagnosis,machine-learning,aiops",LogPAI,Organization,0.351208936717437,0.419722345971968,0.411122240420513
352,353,aerosolve,A machine learning package built for humans. || ,Airbnb,Organization,0.616688386958272,0.466227288284907,0.75488343884406
354,355,tslearn,"A machine learning toolkit dedicated to time-series data || time-series,timeseries,time-series-analysis,time-series-clustering,machine-learning,machine-learning-algorithms,machinelearning,dtw,python,time-series-classification,dynamic-time-warping",Tslearn-team,Organization,0.407674100856171,0.410151508339718,0.373077681850533
359,360,nlp-architect,"A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language Processing neural networks || deeplearning,nlp,nlu,tensorflow,dynet,deep-learning,pytorch,bert,transformers,quantization",Intel,Organization,0.476905602360431,0.440453995214714,0.523641531065465
360,361,manifold,"A model-agnostic visual debugging tool for machine learning || incubation,machine-learning,visualization",Uber,Organization,0.393761704518342,0.389761454933007,0.376833598113597
362,363,photonix,"A modern, web-based photo management server. Run it on your home server and it will let you find the right photo from your collection on any device. Smart filtering is made possible by object recognition, location awareness, color analysis and other ML algorithms. || photo,photography,django,javascript,react,web,gallery,management,python,tensorflow,object-detection,image-recognition,photo-manager,ml,ai,docker,docker-image,google-photos,storage",Photonix Photo Manager,Organization,0.343528426700882,0.382560221980016,0.333826849278098
363,364,modAL,"A modular active learning framework for Python || scikit-learn,machine-learning,python,active-learning,machine-learning-library,machine-learning-algorithms,machine-learning-api,active-learning-module,bayesian-optimization",modAL,Organization,0.380782247322969,0.404275676492246,0.356945168759366
364,365,mmf,"A modular framework for vision & language multimodal research from Facebook AI Research (FAIR) || pytorch,vqa,pretrained-models,multimodal,deep-learning,captioning,dialog,textvqa,hateful-memes,multi-tasking",Facebook,Organization,0.59876043759266,0.485452787854311,0.4474095517516
365,366,habitat-lab,"A modular high-level library to train embodied AI agents across a variety of tasks, environments, and simulators. || ai,computer-vision,robotics,simulator,sim2real,deep-learning,deep-reinforcement-learning,reinforcement-learning,research,python",Facebook,Organization,0.337634322362999,0.406655248930432,0.352030807411142
372,373,orchest,"A new kind of IDE for Data Science. || data-science,machine-learning,pipelines,ide,jupyter,cloud,self-hosted",Orchest,Organization,0.371695560854861,0.382872496132557,0.326650488697557
374,375,aiexperiments-ai-duet,A piano that responds to you. || ,Alphabet,Organization,0.393224019025563,0.4126987529801,0.439585731784291
375,376,CommAI-env,A platform for developing AI systems as described in A Roadmap towards Machine Intelligence - http://arxiv.org/abs/1511.08130 || ,Facebook,Organization,0.385450948667136,0.407131580331095,0.455253889734575
376,377,TorchCraftAI,A platform that lets you build agents to learn to play StarCraft: Brood War. || ,TorchCraft,Organization,0.337825904242544,0.392589815196226,0.364361202902065
378,379,tiramisu,"A polyhedral compiler for expressing fast and portable data parallel algorithms || compiler,library,optimization,linear-algebra,tensors,deep-neural-networks,machine-learning,code-generation,tensor-algebra",Massachusetts Institute of Technology,Organization,0.344750500563898,0.387565639602532,0.366844703278069
380,381,edward,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference. || bayesian-methods,deep-learning,machine-learning,data-science,tensorflow,neural-networks,statistics,probabilistic-programming",Columbia University,Organization,0.611876679071004,0.498182549867378,0.669669838354126
381,382,zhusuan,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow || bayesian-inference,probabilistic-programming,graphical-models,generative-models,deep-learning",Tsinghua University,Organization,0.433358103775595,0.436905162789799,0.488092063239631
382,383,OpenCat-Old,"A programmable and highly maneuverable robotic cat for STEM education and AI-enhanced services. || robotics,quadruped,legged,walking",Petoi,Organization,0.385250515235281,0.432878568557343,0.629316053338415
385,386,ml4a,A python library and collection of notebooks for making art with machine learning. || ,Machine Learning for Artists,Organization,0.376595185401344,0.416686154260776,0.402155538034983
387,388,darts,"A python library for easy manipulation and forecasting of time series. || forecasting-models,python,time-series,forecasting,machine-learning",Unit8,Organization,0.357319341710483,0.392275269653858,0.339854075878022
388,389,lightly,"A python library for self-supervised learning on images. || deep-learning,self-supervised-learning,machine-learning,computer-vision,pytorch,embeddings",Lightly.ai,Organization,0.361631705228672,0.381779871013217,0.327842194432807
390,391,Resemblyzer,A python package to analyze and compare voices with deep learning || ,Resemble.ai,Organization,0.391477952303009,0.414930615751422,0.378088185069213
393,394,DeepReinforcementLearning,A replica of the AlphaZero methodology for deep reinforcement learning in Python || ,Applied Data Science Partners,Organization,0.420473775807992,0.488226409018548,0.439585731784291
402,403,photon-ml,A scalable machine learning library on Apache Spark || ,Linkedin,Organization,0.347457666695646,0.401741365628285,0.405992402995092
403,404,skorch,"A scikit-learn compatible neural network library that wraps PyTorch || scikit-learn,pytorch,machine-learning",Skorch-dev,Organization,0.568431376040164,0.418283542495094,0.407273386849989
404,405,ai2html,A script for Adobe Illustrator that converts your Illustrator artwork into an html page. || ,New York Times,Organization,0.343464152171631,0.389604493319128,0.38185961771887
406,407,airflow-maintenance-dags,"A series of DAGs/Workflows to help maintain the operation of Airflow || airflow,dag,workflow,airflow-maintenance-dags,maintenance,cleanup,apache-airflow","Clairvoyant, LLC",Organization,0.3609771701327,0.411265468189317,0.408555363189562
417,418,DeepLearning.scala,"A simple library for creating complex neural networks || automatic-differentiation,deep-neural-networks,deep-learning,scala,neural-network,functional-programming,symbolic-computation,dsl,domain-specific-language,machine-learning",ThoughtWorks Incubator,Organization,0.346296489948433,0.387095572626605,0.403433465450369
424,425,mean-teacher,"A state-of-the-art semi-supervised method for image recognition || deep-learning,semi-supervised-learning,nips-2017,tensorflow,pytorch",CuriousAI,Organization,0.374407707720776,0.417324946043903,0.378088185069213
425,426,pmdarima,"A statistical library designed to fill the void in Python's time series analysis capabilities, including the equivalent of R's auto.arima function. || arima,time-series,forecasting,forecasting-models,python,econometrics,pmdarima,machine-learning,sarimax",Alkaline-ml,Organization,0.356276634073137,0.40000141386196,0.34349028547767
426,427,susi_skill_data,A storage place for SUSI.AI skills https://susi.ai || ,FOSSASIA,Organization,0.388728989501624,0.388663102589117,0.325460549074342
428,429,snorkel,"A system for quickly generating training data with weak supervision || machine-learning,ai,weak-supervision,labeling,data-science,python,snorkel,training-data,data-augmentation,data-slicing",Snorkel,Organization,0.613549399964339,0.494428127771153,0.539397833986592
